epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,865.146,0.47393,0.24814,0.81506,0.96854,0.95603,0.981,0.7583,0.80216,0.32714,0.99793,0.0001586,0.0001586,0.0001586
188,869.772,0.45641,0.24813,0.80564,0.97294,0.95652,0.98085,0.75744,0.79279,0.32848,0.9948,0.0001487,0.0001487,0.0001487
189,874.443,0.42528,0.23368,0.79031,0.97461,0.95376,0.98094,0.75867,0.78716,0.32839,0.9926,0.0001388,0.0001388,0.0001388
190,879.063,0.42913,0.23217,0.80184,0.97463,0.95465,0.9807,0.75465,0.79039,0.32761,0.99396,0.0001289,0.0001289,0.0001289
191,885.626,0.3695,0.20158,0.78586,0.96677,0.95031,0.97937,0.75798,0.78214,0.32849,1.00108,0.000119,0.000119,0.000119
192,890.271,0.35489,0.19782,0.79492,0.97067,0.9441,0.97911,0.76176,0.78693,0.33261,1.00346,0.0001091,0.0001091,0.0001091
193,895.017,0.36347,0.19664,0.79294,0.97399,0.9441,0.97867,0.75812,0.78861,0.33445,1.00453,9.92e-05,9.92e-05,9.92e-05
194,899.666,0.36833,0.20276,0.79189,0.96834,0.94996,0.97898,0.76525,0.78099,0.33226,1.00128,8.93e-05,8.93e-05,8.93e-05
195,904.297,0.35517,0.19263,0.79387,0.96852,0.95559,0.97923,0.75957,0.78447,0.33295,1.00089,7.94e-05,7.94e-05,7.94e-05
196,908.938,0.3591,0.1988,0.79602,0.96853,0.95563,0.97928,0.75999,0.78251,0.3337,1.00043,6.95e-05,6.95e-05,6.95e-05
197,913.574,0.34828,0.19221,0.78223,0.96851,0.95531,0.97955,0.75161,0.78667,0.33831,1.00075,5.96e-05,5.96e-05,5.96e-05
198,918.322,0.35961,0.2005,0.79636,0.96268,0.96121,0.97958,0.75749,0.7839,0.33866,0.9999,4.97e-05,4.97e-05,4.97e-05
199,922.96,0.36277,0.19438,0.79132,0.96254,0.95769,0.97954,0.76045,0.78104,0.3372,0.99891,3.98e-05,3.98e-05,3.98e-05
200,927.604,0.35663,0.19622,0.7806,0.96253,0.95721,0.9796,0.75895,0.78346,0.33841,0.99932,2.99e-05,2.99e-05,2.99e-05
